,ID Client 1,ID Client 2,Duration_Car,Duration_Bike
483,3,213156949,12,40.0
484,3,243033408,10,15.0
485,3,297413132,17,36.0
486,3,298597763,12,31.0
487,3,315244686,29,74.0
488,3,334442311,2,3.0
489,3,334811042,14,33.0
490,3,352744112,20,57.0
491,3,432156741,9,12.0
492,3,433149947,11,22.0
493,3,438309694,15,33.0
494,3,446362468,5,7.0
495,3,452687307,27,86.0
496,3,452919640,10,22.0
497,3,458296232,13,29.0
498,3,463037458,9,17.0
499,3,466678534,2,6.0
500,3,474721965,7,8.158770555772069
501,3,476321344,10,14.0
502,3,477580072,19,55.0
503,3,479391393,11,19.0
504,3,480337694,4,10.0
505,3,481413999,12,37.0
506,3,522099746,6,11.0
507,3,522610892,15,53.0
508,3,527231829,21,64.0
509,3,530138806,3,4.0
510,3,531956083,25,73.0
511,3,541258495,1,1.0
512,3,552306887,21,68.0
513,3,559277088,18,50.0
514,3,559475456,16,39.0
515,3,560136410,11,24.0
516,3,560575760,18,41.0
517,3,565078696,7,12.0
518,3,569769242,12,23.0
519,3,569981306,17,53.0
520,3,570590313,3,4.0
521,3,584983158,22,69.0
522,3,590049071,5,8.0
523,3,597798321,21,60.0
524,3,599471591,6,9.0
525,3,607763952,30,96.0
526,3,609495444,6,17.0
527,3,628015504,17,48.0
528,3,648827964,5,10.0
529,3,657893693,26,78.0
530,3,658187452,9,18.0
531,3,658302934,8,15.0
532,3,662280369,5,10.0
533,3,691319767,22,58.0
534,3,712664807,10,17.0
535,3,714782168,7,9.0
536,3,727679560,5,9.0
537,3,728081901,7,8.0
538,3,740412946,4,4.0
539,3,741595162,14,32.0
540,3,751167409,10,25.0
541,3,751920795,12,28.0
542,3,755498685,20,52.0
543,3,756396600,9,15.0
544,3,762149315,11,18.0
545,3,762304005,18,55.0
546,3,764206151,7,15.0
547,3,772073740,7,16.0
548,3,793803218,10,39.0
549,3,794098228,20,44.0
550,3,803656603,9,18.0
551,3,814940942,6,16.0
552,3,817127257,27,87.0
553,3,817947464,12,20.0
554,3,824480809,22,69.0
555,3,826666511,21,63.0
556,3,827142453,9,25.0
557,3,833548586,13,41.0
558,3,855391156,6,8.0
559,3,858147751,19,50.0
560,3,859852985,22,67.0
561,3,860937824,12,19.0
562,3,861502972,22,65.0
563,3,863339627,3,6.0
564,3,863374497,10,17.0
565,3,864411156,9,15.0
566,3,867813356,16,48.0
567,3,1452740690,25,71.0
568,3,1452763176,5,14.0
569,3,1452775101,10,13.0
570,3,1452858131,6,10.0
571,3,1453084257,23,65.0
572,3,1,11,20.0
573,3,2,12,29.0
575,3,4,7,13.0
576,3,5,4,7.0
577,3,6,16,46.0
578,3,7,3,4.0
579,3,8,9,22.0
580,3,9,5,11.0
581,3,10,19,60.0
582,3,11,7,12.0
583,3,12,32,88.0
584,3,13,6,15.0
585,3,14,19,57.0
586,3,15,14,29.0
587,3,16,26,65.0
588,3,17,10,16.0
589,3,18,14,27.0
590,3,19,14,44.0
591,3,20,10,17.0
592,3,21,18,45.0
593,3,22,14,40.0
594,3,23,8,10.0
595,3,24,13,37.0
596,3,25,14,40.0
597,3,26,4,6.0
598,3,27,28,70.0
599,3,28,16,37.0
600,3,29,16,38.0
601,3,30,6,11.0
602,3,31,10,31.0
603,3,32,1,1.0
604,3,33,24,59.0
605,3,34,6,14.0
606,3,35,15,36.0
607,3,36,20,75.0
608,3,37,22,54.0
609,3,38,7,11.635082223088272
610,3,39,11,24.0
611,3,40,5,7.0
612,3,41,6,8.0
613,3,42,6,11.0
614,3,43,6,8.0
615,3,44,9,29.0
616,3,45,10,28.0
617,3,46,14,39.0
618,3,47,7,10.0
619,3,48,14,37.0
620,3,49,15,37.0
621,3,50,7,17.0
622,3,51,9,14.0
623,3,52,22,72.0
624,3,53,21,63.0
625,3,54,1,1.0
626,3,55,20,53.0
627,3,56,7,13.0
628,3,57,16,39.0
629,3,58,9,18.0
630,3,59,5,8.0
631,3,60,6,9.0
632,3,61,16,53.0
633,3,62,5,8.0
634,3,63,4,8.0
635,3,64,13,33.0
636,3,65,14,29.0
637,3,66,1,3.0
638,3,67,8,9.0
639,3,68,10,25.0
640,3,69,26,70.0
641,3,70,23,78.0
642,3,71,22,52.0
643,3,72,12,44.0
644,3,73,5,8.0
645,3,74,23,60.0
646,3,75,8,16.0
647,3,76,6,8.0
648,3,77,13,35.0
649,3,78,29,69.0
650,3,79,2,3.0
651,3,80,26,78.0
652,3,81,17,52.0
653,3,82,5,6.0
654,3,83,9,21.0
655,3,84,6,9.0
656,3,85,19,47.0
657,3,86,19,51.0
658,3,87,32,100.0
659,3,88,27,83.0
660,3,89,3,3.0
661,3,90,5,9.0
662,3,91,16,40.0
663,3,92,9,18.0
664,3,93,11,26.0
665,3,94,6,9.0
666,3,95,11,39.0
667,3,96,11,27.0
668,3,97,17,45.0
669,3,98,21,60.0
670,3,99,19,55.0
671,3,100,1,1.0
672,3,101,14,27.0
673,3,102,7,13.0
674,3,103,4,11.0
675,3,104,1,1.0
676,3,105,8,14.0
677,3,106,2,3.0
678,3,107,16,44.0
679,3,108,13,29.0
680,3,109,4,6.0
681,3,110,6,7.0
682,3,111,9,20.0
683,3,112,9,21.0
684,3,113,10,21.0
685,3,114,6,17.0
686,3,115,24,69.0
687,4,78691334,41,158.0
688,4,78691389,10,22.0
689,4,78691461,2,3.158770555772068
690,4,78692265,23,61.0
691,4,78865175,8,13.0
692,4,78867322,15,44.0
693,4,78873790,12,24.0
694,4,78899980,19,46.0
695,4,79591205,8,20.0
696,4,79598982,12,28.0
697,4,79600570,22,63.0
698,4,82135699,13,38.0
699,4,87274454,8,15.0
700,4,87835064,26,74.0
701,4,87852633,20,58.0
702,4,88588548,8,20.0
703,4,88672872,17,51.0
704,4,97922195,22,60.0
705,4,98085031,21,56.0
706,4,167937489,2,3.0
707,4,188178602,26,67.0
708,4,192451998,2,2.0
709,4,197274024,19,39.0
710,4,197278699,11,21.0
711,4,205495806,5,16.0
712,4,213156949,11,16.0
713,4,243033408,16,42.0
714,4,297413132,22,67.0
715,4,298597763,6,6.0
716,4,315244686,3,6.0
717,4,334442311,20,44.0
718,4,334811042,5,10.0
719,4,352744112,17,46.0
720,4,432156741,7,16.0
721,4,433149947,12,17.0
722,4,438309694,13,21.0
723,4,446362468,8,21.0
724,4,452687307,10,23.0
725,4,452919640,9,16.0
726,4,458296232,11,20.0
727,4,463037458,6,8.0
728,4,466678534,10,15.0
729,4,474721965,19,58.0
730,4,476321344,1,1.0
731,4,477580072,8,13.0
732,4,479391393,10,17.0
733,4,480337694,25,71.0
734,4,481413999,25,68.0
735,4,522099746,17,41.0
736,4,522610892,19,54.0
737,4,527231829,16,37.0
738,4,530138806,18,50.0
739,4,531956083,19,68.0
740,4,541258495,18,53.0
741,4,552306887,2,4.0
742,4,559277088,22,53.0
743,4,559475456,2,3.0
744,4,560136410,9,19.0
745,4,560575760,20,43.0
746,4,565078696,21,50.0
747,4,569769242,20,39.0
748,4,569981306,10,22.0
749,4,570590313,11,25.0
750,4,584983158,12,41.0
751,4,590049071,31,129.0
752,4,597798321,17,45.0
753,4,599471591,20,58.0
754,4,607763952,5,9.0
755,4,609495444,29,73.0
756,4,628015504,14,45.0
757,4,648827964,10,19.0
758,4,657893693,11,34.0
759,4,658187452,9,19.0
760,4,658302934,12,32.0
761,4,662280369,10,26.0
762,4,691319767,1,3.0
763,4,712664807,1,1.0
764,4,714782168,17,48.0
765,4,727679560,3,4.158770555772068
766,4,728081901,6,9.0
767,4,740412946,12,38.0
768,4,741595162,21,52.0
769,4,751167409,18,44.0
770,4,751920795,6,10.0
771,4,755498685,10,19.0
772,4,756396600,13,46.0
773,4,762149315,13,29.0
774,4,762304005,27,68.0
775,4,764206151,6,11.0
776,4,772073740,5,7.0
777,4,793803218,24,52.0
778,4,794098228,10,22.0
779,4,803656603,16,41.0
780,4,814940942,14,25.0
781,4,817127257,6,9.476311667316205
782,4,817947464,10,19.0
783,4,824480809,24,67.0
784,4,826666511,37,101.0
785,4,827142453,22,59.0
786,4,833548586,21,51.0
787,4,855391156,14,37.0
788,4,858147751,4,6.0
789,4,859852985,5,7.0
790,4,860937824,22,68.0
791,4,861502972,9,14.0
792,4,863339627,3,5.0
793,4,863374497,6,11.0
794,4,864411156,11,24.0
795,4,867813356,6,12.0
796,4,1452740690,21,56.0
797,4,1452763176,6,13.0
798,4,1452775101,4,7.0
799,4,1452858131,8,23.0
800,4,1453084257,3,5.0
801,4,1,9,23.0
802,4,2,16,45.0
803,4,3,10,17.0
805,4,5,23,73.0
806,4,6,25,77.0
807,4,7,28,125.0
808,4,8,7,10.0
809,4,9,12,33.0
810,4,10,17,40.0
811,4,11,1,1.0
812,4,12,13,28.0
813,4,13,21,62.0
814,4,14,39,114.0
815,4,15,12,24.0
816,4,16,8,26.0
817,4,17,16,41.0
818,4,18,2,3.158770555772068
819,4,19,22,65.0
820,4,20,2,2.0
821,4,21,21,63.0
822,4,22,39,157.0
823,4,23,12,36.0
824,4,24,5,9.0
825,4,25,5,7.0
826,4,26,12,32.0
827,4,27,18,72.0
828,4,28,13,37.0
829,4,29,3,4.0
830,4,30,7,16.0
831,4,31,13,36.0
832,4,32,10,28.0
833,4,33,5,7.0
834,4,34,8,17.0
835,4,35,8,17.0
836,4,36,2,2.0
837,4,37,21,66.0
838,4,38,3,3.0
839,4,39,13,24.0
840,4,40,11,26.0
841,4,41,3,6.0
842,4,42,9,19.0
843,4,43,20,59.0
844,4,44,23,60.0
845,4,45,19,52.0
846,4,46,5,7.0
847,4,47,17,42.0
848,4,48,32,95.0
849,4,49,1,1.0
850,4,50,21,52.0
851,4,51,5,6.0
852,4,52,1,1.0
853,4,53,5,9.0
854,4,54,17,43.0
855,4,55,17,53.0
856,4,56,31,95.0
857,4,57,7,19.0
858,4,58,6,9.0
859,4,59,6,8.0
860,4,60,29,80.0
861,4,61,6,9.0
862,4,62,4,10.0
863,4,63,21,59.0
864,4,64,12,22.0
865,4,65,1,2.0
866,4,66,4,4.0
867,4,67,9,9.0
868,4,68,6,8.0
869,4,69,12,37.0
870,4,70,3,4.0
871,4,71,8,16.0
872,4,72,11,27.0
873,4,73,9,11.0
874,4,74,11,38.0
875,4,75,21,63.0
876,4,76,12,26.0
877,4,77,4,9.0
878,4,78,4,8.0
879,4,79,3,4.0
880,4,80,6,9.0
881,4,81,13,32.0
882,4,82,21,49.0
883,4,83,10,20.0
884,4,84,10,16.0
885,4,85,9,12.0
886,4,86,9,16.0
887,4,87,4,5.0
888,4,88,17,45.0
889,4,89,11,21.0
890,4,90,22,59.0
891,4,91,4,7.0
892,4,92,6,20.0
893,4,93,12,29.0
894,4,94,10,15.0
895,4,95,10,21.0
896,4,96,8,10.0
897,4,97,10,22.0
898,4,98,10,11.158770555772069
899,4,99,15,42.0
900,4,100,5,6.0
901,4,101,19,60.0
902,4,102,24,69.0
903,4,103,10,21.0
904,4,104,32,104.0
905,4,105,20,49.0
906,4,106,13,28.0
907,4,107,1,1.0
908,4,108,10,17.0
909,4,109,8,20.0
910,4,110,5,7.0
911,4,111,3,3.0
912,4,112,20,50.0
913,4,113,10,18.0
914,4,114,20,69.0
915,4,115,8,12.0
916,5,78691334,16,52.0
917,5,78691389,9,17.0
918,5,78691461,11,17.0
919,5,78692265,21,62.0
920,5,78865175,9,23.0
921,5,78867322,10,14.0
922,5,78873790,12,32.0
923,5,78899980,22,55.0
924,5,79591205,20,75.0
925,5,79598982,19,58.0
926,5,79600570,23,50.0
927,5,82135699,2,3.0
928,5,87274454,7,9.0
929,5,87835064,28,101.0
930,5,87852633,10,16.0
931,5,88588548,22,79.0
932,5,88672872,12,21.0
933,5,97922195,10,26.0
934,5,98085031,5,7.0
935,5,167937489,11,38.0
936,5,188178602,16,32.0
937,5,192451998,8,13.0
938,5,197274024,26,67.0
939,5,197278699,4,6.0
940,5,205495806,1,3.0
941,5,213156949,23,63.0
942,5,243033408,9,14.0
943,5,297413132,6,13.0
944,5,298597763,8,15.0
945,5,315244686,22,63.0
946,5,334442311,3,5.0
947,5,334811042,22,60.0
948,5,352744112,17,50.0
949,5,432156741,8,18.0
950,5,433149947,10,27.0
951,5,438309694,10,15.0
952,5,446362468,18,60.0
953,5,452687307,9,16.0
954,5,452919640,7,16.0
955,5,458296232,7,24.0
956,5,463037458,6,8.0
957,5,466678534,15,34.0
958,5,474721965,8,16.0
959,5,476321344,19,49.0
960,5,477580072,8,14.0
961,5,479391393,10,20.0
962,5,480337694,10,26.0
963,5,481413999,20,52.0
964,5,522099746,6,7.0
965,5,522610892,16,37.0
966,5,527231829,9,11.0
967,5,530138806,20,65.0
968,5,531956083,6,6.0
969,5,541258495,10,20.0
970,5,552306887,14,28.0
971,5,559277088,5,8.0
972,5,559475456,11,17.0
973,5,560136410,22,61.0
974,5,560575760,7,8.0
975,5,565078696,18,47.0
976,5,569769242,7,20.0
977,5,569981306,22,57.0
978,5,570590313,6,12.0
979,5,584983158,10,12.0
980,5,590049071,5,13.0
981,5,597798321,19,57.0
982,5,599471591,7,13.0
983,5,607763952,9,20.0
984,5,609495444,9,17.0
985,5,628015504,20,55.0
986,5,648827964,3,6.0
987,5,657893693,23,80.0
988,5,658187452,8,14.0
989,5,658302934,8,22.0
990,5,662280369,11,29.0
991,5,691319767,22,70.0
992,5,712664807,19,61.0
993,5,714782168,22,59.0
994,5,727679560,13,42.0
995,5,728081901,10,16.0
996,5,740412946,21,57.0
997,5,741595162,16,50.0
998,5,751167409,24,78.0
999,5,751920795,7,17.0
1000,5,755498685,17,56.0
1001,5,756396600,3,4.0
1002,5,762149315,4,5.0
1003,5,762304005,12,29.0
1004,5,764206151,10,12.0
1005,5,772073740,6,8.0
1006,5,793803218,12,25.0
1007,5,794098228,4,7.0
1008,5,803656603,5,7.0
1009,5,814940942,19,47.0
1010,5,817127257,7,14.0
1011,5,817947464,16,47.0
1012,5,824480809,5,6.0
1013,5,826666511,24,58.0
1014,5,827142453,7,8.0
1015,5,833548586,20,50.0
1016,5,855391156,7,14.0
1017,5,858147751,13,40.0
1018,5,859852985,13,29.0
1019,5,860937824,8,17.0
1020,5,861502972,15,42.0
1021,5,863339627,33,84.0
1022,5,863374497,5,15.0
1023,5,864411156,8,10.0
1024,5,867813356,14,31.0
1025,5,1452740690,16,43.0
1026,5,1452763176,16,39.0
1027,5,1452775101,5,13.0
1028,5,1452858131,29,106.0
1029,5,1453084257,9,16.0
1030,5,1,23,58.0
1031,5,2,17,40.0
1032,5,3,6,8.0
1033,5,4,14,37.0
1035,5,6,7,9.0
1036,5,7,27,86.0
1037,5,8,15,38.0
1038,5,9,4,5.0
1039,5,10,2,4.0
1040,5,11,13,33.0
1041,5,12,4,6.0
1042,5,13,11,23.0
1043,5,14,8,21.0
1044,5,15,19,45.0
1045,5,16,11,28.0
1046,5,17,9,18.0
1047,5,18,25,73.0
1048,5,19,7,9.0
1049,5,20,8,17.0
1050,5,21,4,7.0
1051,5,22,16,39.0
1052,5,23,9,12.0
1053,5,24,9,21.0
1054,5,25,21,45.0
1055,5,26,27,81.0
1056,5,27,6,6.0
1057,5,28,1,2.0
1058,5,29,2,3.0
1059,5,30,6,12.0
